year,type,project,track_num,song,lyrics
2007.0,mixtape,Can't Tell Me Nothing,6,Porno (Interlude),"Yo, we made this joint, we was like, ""We gotta get Preemo to scratch on this shit, seriously."" Cause, that's one of my idols, just a legend in the game, a living legend. And then, plus, he, he like porn a lot, so I relate to him with that, you know. And he been to the AVN's, you know. I been to the Grammy's, he been to the AVN's, you know. I'm, and, actu- I'm envious of him, cause Rick Rubin, he actually asked me to go to the AVN's, and I was like, ""Man, I can't do it. I just made 'Jesus Walks'. They gon' see me, and they gon' take away my NAACP award."" So I was, uh, you know, I have to watch pornos in the privacy of my own home, you know? I really want to go AVN's, but, you know, I can't do it, cause they'll take me off the cover of Jet, and then what? Now I won't make it on the cover of Essence. But one day, one day I'll be there. I'ma have one on of them BAPE hoodies zipped-up with the eyes cut out and some, some gloves with the fingers cut off so I could feel, too, so I could touch. You know they let celebrities touch. That's how it be whenever you go to the strip club, ""No touching!  Except for you, 'Ye, you can do whatever you want."""
2007.0,mixtape,Can't Tell Me Nothing,8,In The Mood,"Talib Kweli:
Yes, welcome to the wonderful sounds of Talib Kweli
Ladies...
I got you in the mood, for an interlude
Raw like in the nude, I hope this ain't considered rude
But let's stop talkin, cause it's feelin like an interview
I know you into me, so, let me get into you
I'm always in the mood for laughin and lovin and rappin and *fcukin*, And passin the dutch and Relaxin and puffin and hittin and duckin
The rippin production, these kittens ain't muffins
Just because we stuff 'em in the oven
My words drippin off the tongue like the wax from a candle wick
Ill the way I lay down the rap, they can't handle it
Cats all sappy like romantic flicks, dude, get a clue
Like Colonel Mustard in the study with a candlestick
They holdin hands with these dudes like they goin steady
But, one glimpse and I know they ready, you already know
Slipped her a note like, 'you ready to go?'
We make a getaway plan and we head for the do'!
[Chorus] x 2
I wear the night like a cloak 'cause I move with the stars
Navigate through the truly bizarre
Who we are, who we is, it's the kids that stay true to this life
And if the mood is right, we gon' do it tonight
Kanye:
You messin up my mo', my whole mood, told y'all, oh
Lose, eat crews like crews like soulfood
The only producer that feel like ""fuck rappers!""
Only backpacker with a chip like hackers
Only Michael Richardson, only much blacker
So if he say nigga, then I'ma say *cracker*
Is this the Ritz? Carlton? Dress like, fresh, like, just like..
I'm the shit (Uggh)
You ain't figured out what I'm about yet
Always rockin that 'this ain't out yet'
But this ain't 'bout that
From a city where niggers plug like outlets
Far as music go yo, it ain't no outlets, so
When I go out, niggers always out to get me in the studio
And I ain't in the mood to flow
I'm with my girl and I'm tryin to hit the movies yo
And they tryna act stupid, oh!
In the club with Silicone Suzie
What happened to real girls like Rudy?
With real titties like Tooty
This girl got a silicone booty!
And got the nerve to act moody!
Now I ain't tryin to judge like Judy
But bitch you a man, you can't fool me!
Act like Fifty, throw her in a pool G...
[Chorus] x 2
Talib: Break it down
Bringin the drum, keep it funky like a stink in a slum
'Cause see they wanna breed cursin for the things that don't come
The speakers wrong that we rap dudes speakin in tongues
Christmas time choice for what? No we keepin our guns
Smokin a piff to cause a leak in your lungs
You ain't got shit to do like Friday when the weekend begun
Completely done with rap dudes - don't compete with the dumb
I spill my blood for the people, see how deep it can run?
I'm in the mood like Dante and Main Flow
Never comin with the same flow, got it's change, yo
It's strange yo, to make yo chain glow, that's yo main goal
That's a facade like I'm somewhere over the rainbow
Really these cats sweeter than mangoes, Mr Bonjangles-ass dudes
Dancin around the club, doin the tango
Go hard like Iverson playin with hurt ankles
Plus, wrestle the topic from a different Kurt Angle!
[Chorus] x 2"
2007.0,mixtape,Can't Tell Me Nothing,10,Pro Nails,"Got her toes done up with her fingernails matchin'
Got her toes done up with her fingernails matchin'
Got, got her toes do up with her fingernails matchin'
Toes, toes done up with her fingernails matchin'
Shake it up, up rock ya body
Make it knock, knock when you partyin'
Take a break, break in the audience
Do ya footwork break and stop again
I'm lookin' sharp, you can't compete with the champ
Steady flickin', I'm holdin' done that layaway rack
Aye, rhinestones all in they face, gold charms and paper chase
Talk smack from around the way
Gotta put these chickenheads in they place
I ain't rockin' no stupid, babes, ain't trippin', I juke all day
I ain't slippin' 'cause either way
When I hit the block all the people say
Got her toes done up with her fingernails matchin'
Got her toes done up with her fingernails matchin'
Got, got her toes do up with her fingernails matchin'
Toes, toes done up with her fingernails matchin'
Aye yo this mothafucka jammin', I'm on it, it's a anthem
Who is that in the Phantom? Please no cameras
They gone have me on concrete, loot in my pajamas
To hide the goods, I would need pants big as Hammer's
I be tippin' them dancers, they be sayin' I'm handsome
I was pretty before the dough but now I'm just the man
You remind me of my old chick on that '84 shit
Oh shit, did you see the way she got her toes did?
Got her toes done up with her fingernails matchin'
Got her toes done up with her fingernails matchin'
Got, got her toes do up with her fingernails matchin'
Toes, toes done up with her fingernails matchin'
Got her toes done up with her fingernails matchin'
Got her toes done up with her fingernails matchin'
Got, got her toes do up with her fingernails matchin'
Toes, toes done up with her fingernails matchin'
Girls be so thirsty, thirsty, fast forward to the end of my song
And say third verse me, verse me whenever I hit the block I see
Tricks try to rehearse me, hearse me
From manicure sets to silky weaves
They be so grimy, nasty, bogus, turkey, germy, dirty
Uh oh, Shol' did, you ain't slick
(Naw)
Let the pioneer blast my shit, wait a minute, hold up
Bubble letters on my butt say 'Fresh'
Oops, I'ma go, nails like whoa, acrylic base top all gold
Clothes on my back to the paint on my toes
Stay fresh 'cause I'm accustomed to gold
Got her toes done up with her fingernails matchin'
Got her toes done up with her fingernails matchin'
Got, got her toes do up with her fingernails matchin'
Toes, toes done up with her fingernails matchin'"
2007.0,mixtape,Can't Tell Me Nothing,11,Young Folks,"[Intro]Plain Pat, what up?
[Verse]
I've always been the same since back in the day
Always felt like we should get paid
To be on magazines or we get playedWhy did he say it? I don't know, ask Gabe
Now I'm on the magazines where the roses arePoppin' champagne and that Rosé Don
Won a few awards then we went on tourAnd yup in my bag a whole bag of porn
Magazines hate him, then they love him
Then they hate him (we hate him), fuck it what to say then?(fuck it)Cover of The Fader (yeah)
Now I'm on my way up
Now you want me say what? Huh, you want me say what?I be talking my shit so I guess I'm an asshole
They be kick and pushin' like Lu Fiasco
And I guess every time I'm just gon' get in that mode
Suck up to the press, I guess miss that voteI did an interview with The Rolling Stones
Read the interview, man the whole shit wrongFar as this shit go, you know the way I wanna glow
I need Al Gore to recount that vote
You know you know you know, you know
You think that you know, but you have no idea
You think you really know, but you have no idea
You think you really know, but I'm right here
You think you really know, but you have no idea
And I'm gon' be the same my whole career, yeah
I'm gon' stay the same my whole career, you know?"
2007.0,mixtape,Can't Tell Me Nothing,12,Interviews (Interlude),"This is my problem with interviews, you know. What if you did music and someone else could come in and change your words around and then release it to the radio? And you don't even get a chance to listen to it before they dropped it to radio. That's how interviews are. You, you say what you say and then you'll get paraphrased and then they'll do shit like, if you say a joke, most jokes are inappropriate. They's, they're like fucked up things that you say but it's kind of funny the way you word 'em. And if you take away, you know, the setup or the punchline, you just sound absolutely crazy. Which is, they love to do that because I love to joke and I give them too much and then my shit don't be like all dry ass interviews and stuff, like I don't have media training or whatever. And then, so they take that, and I, and I told Gabe, I said look, well I wanna, I wanna do uh, I wanna get approval over the shit, just because I wanted to be as entertaining as possible, I want people to have the information. And you know, like a lot of magazines, they got real uptight, they like, ""no you 'on't get approval, you 'on't get approval, you don't get approval."" So, you know, when I say the line 'bout The Rolling Stone, I don't have a problem with Rolling Stone. I really appreciate the fact that they did put me on the magazine and I realize that you know I was halfway out of my mind for the past two years and shit. I was, you know, off that drug called fame and shit like that, I was really like, I was like a little crazy, you know what I'm sayin', like I've calmed down and shit and like come back to Earth. So, you know, for the editor of Rolling Stone, I wanted to say that. But I do wanna say that it was pieces of the article that was, information in the article that was incorrect. And you know, if you allowed me to proofread it, the people could've had the proper information. And just to speak to the De LaChapelle, 'cause De LaChapelle's one of my favorite photographers, modern day Warhol. I wanna speak to the cover. You know, people say, ""Okay well he has a god complex."" Fam if someone's in college and they do like a play where they emulate Christ, do they have a god complex? Are they allowed to do that? You know, it's because of my position, it's like I'm not allowed to be creative. So every cover I take has to just be a picture of my face and shit, just... look it's my face! It's me! And sometimes it's like after you see—after I see me so much, I get tired of me and shit... I gotta look at me every day! I wanna do shit that's exciting to me. So the Rolling Stone's cover was exciting to me, that shit went down in history. I did it purely for creative reasons, it was't speaking upon you know, anything disrespectful to Christianity, to anything like that. It was something I did purely creative. Lot of times I do shit and people take more out of it. You know like I said Bush doesn't care about Black people and then people took it and said, ""Well you said, ""Bush hates Black people."""" You know, everybody takes it and makes it what they want it to be. When you know, I just say, I express something. You know, the other day somebody came to me like, ""Okay well who you voting on? Barack or Hillary?"" And I'm like I'm not really political dawg, I'm not getting into like you know I'm taking sides and this type of thing. He's like, ""What do you mean you're not political? You're not..."" I was like, fam! I'm emotional! I'm social! I'm like... I'm an artist! Like if you give me the opportunity, I'm like the fan that got too close to the stage and shit. I'm the glitch in the matrix, I'm like the last person to say, yo I really feel... I know I'm supposed to feel like this and know I'm supposed to read this teleprompter or whatever, but I feel like this what I wanna say. That doesn't put me... I'm never going politically incorrect or anything. I don't know about politics like that. I just know about people. I make music for people"
2007.0,mixtape,Can't Tell Me Nothing,16,Because of You (Remix),"[Verse 1: Kanye West]
Yeezy, Ne-yo, the remix ayoI think it's time to hit 'em with the Mase flowMy uh she was gettin the best of meBut oooh child you my destiny, and I know it's especially
Hard with all these girls just testing meUh and you gon' question me
If she even stand next to me but you should laugh
Cause you my better half (woman laughing)
And these girls just fighting over the rest of meRight now it feels so crazy, I know she just some ladyAnd my outfit is just so 80'sNot to mention McLaren MercedesAnd the 26 inch rim wheels looks so good with your 6-inch heelsFly that you be on
Gucci on, aligned by Louie VuittonAnd we high as the way we cruising on
High like I like mercuryWhy do I mention the solar system?
Cause, you in my soul and systemAnd we gon' take her home with this one
I got something that you gon' like
You got something that I can't fight
We got something that we both gon' like
[Bridge: Ne-Yo]And I know this much is true
Baby, you have become my addiction, I'm so strung out on youI can barely move but I like it
[Hook: Ne-Yo]And it's all because of you [x3]
And it's all because...
Never get enough
She's the sweetest drug
[Verse 2: Ne-Yo]Think of it every second
I can't get nothing done
Only concern is the next time, I'm gonna get me someKnow I should stay away from, cause it's no good for me
I try and try but my obsession won't let me leave
[Bridge: Ne-Yo]I got a problem and I don't know what to do about it
Even if I did, I don't know if I would quit but I doubt it
I'm taken by the thought of it, and I know this much is true
Baby, you have become my addiction, I'm so strung out on you
I can barely move but I like it
[Hook: Ne-Yo]
[Outro: Ne-Yo]
Ain't no doubt, so strung out [x2]
Over you, over you, over you
Because of you
And it's all because of you
Never get enoughShe's the sweetest drug, she's the sweetest drug"
2007.0,mixtape,Can't Tell Me Nothing,18,Throw Some D's (interlude),"(Intro)
This the remix
I mean, I ain't really into rims and all that
If I'ma take, five, ten stacks of some D's it's gon' be a different kind of D's
You know what I'm saying? Hm?
(Chorus 1)
Kanye's got stacks, ya'll already know that
Louis that, Gucci this, just got a model chick
(Throw some D's on that bitch!)
Just got a stripper chick
(Throw some D's on that bitch!)
Something feel different...
Cute little college chick, linin' up a scholarship
Just got a school grant, spent that on some new tits
(Throw some D's on that bitch!)
Ain't that a true bitch?
(Throw some D's on that bitch!)
Let me show you how to do this shit
(Verse One)
Get you a cute chick, face got potential
Working with her little hips, waist like a pencil
Know how niggas play you, but you know how 'Ye do
Says she love Beyonce, let me upgrade you
Spanish chick grab my chain, says ""is that He-Su's?""
If I'm unfaithful, blame it on the Grey Goose
All my friends says implants is a selfish gift, they all up in
She ain't pregnant but about to have twins
Now, is it real love, I need to ask Cupid
She real smart but her ass stupid
And she gon' finish school and get all type of degrees
But I bet she never had them D's...
(Chorus 2)
Kanye's got stacks, y'all already know that
Louis that, Gucci this, just got a model chick
(Throw some D's on that bitch!)
Just got a stripper chick
(Throw some D's on that bitch!)
Man, that's a prerequisite
Cute chick living good, down here in Hollywood
Upcoming actress, but she got a flat chest
(Throw some D's on that bitch!)
That'll give her access
(Throw some D's on that bitch!)
Let me show you what happened
(Verse Two)
Walking down Melrose, spot where they sell clothes
That chick know she bad, tell by the Chloe bag
She ain't no hoodrat, she ain't gotta prove that
I peep the McCartney's, Stella got her groove back
Hold on, lemme ask you, why you spend your money on that shallow shit?
Why don't you buy some bigger tits?
Something that'll last you
I couldn't tell you if Halle's really real
But I'ma let you know soon as I get a chance to feel
I don't need no hands to know Lindsey Lohan
She on the same program as Britney, is you wit' me?
That's why I respect Alicia Keys
She say f**k getting them D's
I'ma just ride out with these"
2007.0,mixtape,Can't Tell Me Nothing,19,Throw Some D's,"This the remixI mean, I ain't really into rims and all that
If I'mma take, five, ten stacks of some D's it's gonna be some different kind of D's
You know what I'm saying? Hm?Kanye's got stacks, ya'll already know thatLouis that, Gucci this, just got a model chick
(Throw some D's on that bitch!)Just got a stripper chick
(Throw some D's on that bitch!)
Something feel differentCute little college chick, lining up a scholarship
Just got a school grant, spent that on some new tits
(Throw some D's on that bitch!)
Ain't that a true bitch?
(Throw some D's on that bitch!)
Let me show you how to do this shitGet you a cute chick, face got potentialWorking with her little hips, waist like a pencil
Know how niggas play you, but you know how 'Ye doSays she love Beyonce, let me upgrade youSpanish chick grab my chain, says ""is that Jesus?""If I'm unfaithful, blame it on the Grey GooseAll my friends says implants is a selfish gift, they all up inShe ain't pregnant but about to have twinsNow, is it real love, I need to ask CupidShe real smart but her ass stupidAnd she gon' finish school and get all type of degrees
But I bet she never had them D's
Kanye's got stacks, y'all already know that
Louis that, Gucci this, just got a model chick
(Throw some D's on that bitch!)
Just got a stripper chick
(Throw some D's on that bitch!)Man, that's a prerequisite
Cute chick living good, down here in Hollywood
Upcoming actress, but she got a flat chest
(Throw some D's on that bitch!)
That'll give her access
(Throw some D's on that bitch!)
Let me show you what happened
Walking down Melrose, spot where they sell clothes
That chick know she bad, tell by the Chloe bagShe ain't no hoodrat, she ain't gotta prove thatI peep the McCartney's, Stella got her groove backHold on, lemme ask you, why you spend your money on that shallow shit?
Why don't you buy some bigger tits?
Something that'll last you
I couldn't tell you if Halle's really realBut I'mma let you know soon as I get a chance to feelI don't need no hands to know Lindsay Lohan
She on the same program as Britney, is you wit' me?That's why I respect Alicia Keys
She say fuck getting them D's
I'mma just ride out with these"
2008.0,album,808s & Heartbreak,1,Say You Will,"[Verse 1]Why would she make calls out the blueNow I'm awake, sleep (less in June) or (missing you)
[Chorus]Hey, hey, hey, hey
Don't say you will, unless you willHey, hey, hey, hey
Don't say you will, then play you will, I pray you will
[Verse 2]Mrs. So Fly crash-lands in my room
Can't waste no time, she might leave soon
[Chorus]Hey, hey, hey, hey
Don't say you will, you do
Hey, hey, hey, hey
Don't say you will, one day you will, I pray you will
[Verse 3]When I grab your neck, I touch your soul
Take off your cool then lose control
[Chorus]Hey, hey, hey, hey
Don't say you will, you will you will
Hey, hey, hey, hey
Don't say you will, if you will, I pray you will
[Verse 4]I wish this song would really come true
I admit I still fantasize about you, about you
[Chorus]Hey, hey, hey, hey
Don't say you will, you will, you will
Hey, hey, hey, hey
Please say you will, for real, I pray you will[Instrumental Outro]"
2008.0,album,808s & Heartbreak,2,Welcome To Heartbreak,"[Verse 1: Kanye West]My friend showed me pictures of his kids
And all I could show him was pictures of my cribs
He said his daughter got a brand new report card
And all I got was a brand new sports car, oh[Hook: Kid Cudi]And my head keeps spinning
Can't stop having these visions, I gotta get with it
And my head keeps spinning
I can't stop having these visions, I gotta get with it
[Verse 2: Kanye West]Dad cracked a joke, all the kids laughed
But I couldn't hear him all the way in first classChased the good life my whole life long
Look back on my life and my life gone
Where did I go wrong?[Hook: Kid Cudi]And my head keeps spinning
Can't stop having these visions, I gotta get with it
And my head keeps spinning
I can't stop having these visions, I gotta get with it
[Interlude: Kanye West]I've seen it, I've seen it before
I've seen it, I've seen it before
I've seen it, I've seen it before
I've seen it, I've seen it before
[Verse 3: Kanye West]My god-sister getting married by the lake
But I couldn't figure out who I'd wanna take
Bad enough that I showed up late
I had to leave before they even cut the cakeWelcome to heartbreak[Hook: Kid Cudi]And my head keeps spinning
Can't stop having these visions, I gotta get with it
And my head keeps spinning
I can't stop having these visions, I gotta get with it
[Outro: Kanye West]And I and I can't stop
No, no, I can't stop
No, no, no, no, I can't stop
No, no, no, no, I can't stop
Can't stop, I can't stop, I can't stop
No, no, no, no, no, no, no, no
No, no, no, no
No, no, I can't stop
I can't stop having these visions
I gotta get with it"
2008.0,album,808s & Heartbreak,3,Heartless,"[Chorus]In the night I hear them talk
The coldest story ever toldSomewhere far along this road
He lost his soul
To a woman so heartlessHow could you be so heartless?
Oh, how could you be so heartless?
[Verse 1]How could you be so
Cold as the winter wind when it breeze, yo?Just remember that you talking to me though
You need to watch the way you talking to me, yoI mean, after all the things that we been through
I mean, after all the things we got intoAyo, I know of some things that you ain't told me
Ayo, I did some things, but that's the old meAnd now you wanna get me back
And you gonna show me
So you walk around like you don't know meYou got a new friend, well, I got homies
But in the end it's still so lonely
[Chorus]In the night I hear them talk
The coldest story ever toldSomewhere far along this road
He lost his soul
To a woman so heartlessHow could you be so heartless?
Oh, how could you be so heartless?
[Verse 2]How could you be so Dr. Evil?You bringing out a side of me that I don't knowI decided we wasn't gonna speak, so
Why we up 3 AM on the phone?Why do she be so mad at me for?
Homie, I don't know, she's hot and coldI won't stop, won't mess my groove up
‘Cause I already know how this thing goYou run and tell your friends that you're leavin' meThey say that they don't see what you see in meYou wait a couple of months, then you gonna see
You'll never find nobody better than me
[Chorus]In the night I hear them talk
The coldest story ever toldSomewhere far along this road
He lost his soul
To a woman so heartlessHow could you be so heartless?
Oh, how could you be so heartless?
[Bridge]Talk and talk and talk and talkBaby, let's just knock it off
They don't know what we been through
They don't know about me and youSo I got something new to see
And you just gonna keep hating me
And we just gonna be enemiesI know you can't believe
I could just leave it wrong
And you can't make it right
I'm gonna take off tonight into the night
[Chorus]In the night I hear them talk
The coldest story ever toldSomewhere far along this road
He lost his soul
To a woman so heartlessHow could you be so heartless?
Oh, how could you be so heartless?"
2008.0,album,808s & Heartbreak,4,Amazing,"[Verse 1: Kanye West]It's amazing, I'm the reason
Everybody fired up this evening
I'm exhausted, barely breathing
Holding on to what I believe in
[Hook: Kanye West]No matter what, you'll never take that from meMy reign is as far as your eyes can seeIt's amazing, so amazing, so amazing, so amazing
It's amazing, so amazing, so amazing, so amazing
It's amazing
[Verse 2: Kanye West]I'm a monster, I'm a killer
I know I'm wrongI'm a problem
That'll never ever be solved
[Hook: Kanye West]And no matter what, you'll never take that from meMy reign is as far as your eyes can seeIt's amazing, so amazing, so amazing, so amazing
It's amazing, so amazing, so amazing, so amazing
It's amazing
[Verse 3: Kanye West]I'm a monster, I'm a maven
I know this world is changing
Never gave in, never gave up
I'm the only thing I'm afraid of
[Hook: Kanye West]No matter what, you'll never take that from meMy reign is as far as your eyes can seeIt's amazing, so amazing, so amazing, so amazing
It's amazing, so amazing, so amazing, so amazing
It's amazing, so amazing, so amazing, so amazing
It's amazing, so amazing, so amazing, so amazing
It's amazing
[Verse 4: Young Jeezy]I'm amazing (I'm amazing), yeah I'm all that (all that)If I ain't on my grind then what you call that, what you call that
Victorious, yeah we warriors
We make history, strive for victory (yeah)Standing at my podium, I'm trying to watch my sodiumDie high blood pressure either let the feds catch ya (yeah)I'm amazing born on a full moonI was bred to get it in, no spoonThat's why I'm so goon, summertime no JuneBig family small house, no roomThey like ""Oh God, why he go so hard
Look what he's been through, he deserves an applause""
[Outro: Kanye West]So amazing, so amazing, so amazing
It's amazing, so amazing, so amazing, so amazing
It's amazing, so amazing, so amazing, so amazing
It's amazing, so amazing, so amazing, so amazing
It's amazing, so amazing, so amazing, so amazing
It's amazing"
2008.0,album,808s & Heartbreak,5,Love Lockdown,"[Produced by Kanye West and Jeff Bhasker][Verse 1]I'm not loving you, way I wanted to
What I had to do, had to run from youI'm in love with you, but the vibe is wrongAnd that haunted me, all the way homeSo you never know, never never know
Never know enough, 'til it's over love
'Til we lose control, SYSTEM OVERLOAD
Screaming, ""No, no, no, n-nooo!""I'm not loving you, way I wanted toSee I wanna move, but can't escape from youSo I keep it low, keep a secret codeSo everybody else don't have to know
[Hook]So keep your love lock-down—your love lockdown
Keeping your love lock-down—your love lockdown
Now keep your love lock-down—your love lockdown
Now keep your love lock-down—you lose
[Verse 2]I'm not loving you, way I wanted toI can't keep my cool, so I keep it trueI got something to lose, so I gotta moveI can't keep myself, and still keep you tooSo I keep in mind, when I'm on my own
Somewhere far from home, in the danger zoneHow many times did I tell you 'fore it finally got through?You lose, you loseI'm not loving you, the way I wanted toSee I had to go, see I had to move
No more wasting time, you can't wait for lifeWe're just racing time, where's the finish line?
[Hook]So keep your love lock-down—your love lockdown
Keeping your love lock-down—your love lockdown
Now keep your love lock-down—your love lockdown
Now keep your love lock-down—you lose
[Verse 3]I'm not loving you, way I wanted toI bet no one knew, I got no one newKnow I said I'm through, but got love for youBut I'm not loving you, the way I wanted toGotta keep it going, keep the loving going
Keep it on the roll, only God knowsIf I be with you, baby I'm confusedYou choose, you chooseI'm not loving you, way I wanted toWhere I wanna go, I don't need youI've been down this road, too many times beforeI'm not loving you, way I wanted to
[Hook]So keep your love lock-down—your love lockdown
Keeping your love lock-down—your love lockdown
Now keep your love lock-down—your love lockdown
Now keep your love lock-down—you loseYou lose
You lose
You lose
You lose"
2008.0,album,808s & Heartbreak,6,Paranoid,"[Intro: Kanye West]
[Woman]
She really thought that?
[Kanye]
Yeah
[Woman]
Yeah. She’s so paranoid
[Kanye]
Yeah, that’s good, paranoidWhy are you so paranoid?Don't be so paranoid
Don't be so ...
[Refrain: Kanye West]Baby, don't worry about it
Lady, don't even think about itYou worry bout the wrong things, the wrong things
You worry bout the wrong things, the wrong things
You worry bout the wrong things, the wrong things
You worry bout the wrong things, the wrong things
[Verse 1: Kanye West]
Tell me right nowYou really wanna spend your whole life alone?A little time out might do you good, might do us good
Before we be done for goodCause I could make it good I could make it hoodI can make you come I can make you goI can make you high I can make you fly
Make you touch the sky hey maybe so
All of the timeYou be up in mine checking through my cell phone, baby no
You wanna kill the vibe on another night
Here's another fight oh here we go (oh here we go)[Hook: Kanye West & Kid Cudi]Baby don't worry about it
Lady we'll go out to the floorAnyway they don't know you like I do
They'll never know you
Anyway they don't know you like I do
They'll never know you
[Verse 2: Kanye West]All of the timeYou wanna complain about the nights aloneSo now you're here with me
Show some gratitude leave the attitude way back at homeYea you see em look
Baby let em look give us cold looks cause we look coldYea you heard about all the word of mouth
Don't worry about what we can't controlAll the talk in the world lost in the world
Till you finally let that thing goYou wanna check in to the heartbreak hotelBut sorry we're closed
[Hook: Kanye West & Kid Cudi]Baby don't worry about it
Lady we'll go out to the floorAnyway they don't know you like I do
They'll never know you
Anyway they don't know you like I do
They'll never know you
[Refrain: Kanye West]Baby, don't worry about it
Lady, don't even think about itYou worry bout the wrong things, the wrong things
You worry bout the wrong things, the wrong things
You worry bout the wrong things, the wrong things
You worry bout the wrong things, the wrong things
[Hook: Mr. Hudson & Kid Cudi]
Anyway they don't know you like I do
They'll never know you
Anyway they don't know you like I do
They'll never know you
Anyway they don't know you like I do
They'll never know you
Anyway they don't know you like I do
They'll never know you"
2008.0,album,808s & Heartbreak,7,RoboCop,"[Produced by Kanye West]
[Verse 1]'Bout the baddest girl I ever seen
Straight up out a movie sceneWho knew she was a drama queen
That'd turn my life to Stephen King'sUp late night like she on patrolChecking everything like I'm on paroleI told her there's some things she don't need to know
She never let it go, oh
[Pre-Hook]Okay, okay, okay, okay
You will never stop it now
You never stop it now
Okay, okay, okay
You will never stop it nowYou need to drop it now
Drop it, drop it
[Hook]Cause I don't want no Robocop
You moving like a Robocop
When did you become a Robocop
Now I don't need no Robocop[Verse 2]Just looking at your historyYou're like the girl from MiseryShe said she ain't take it to this degree
Well let's agree to disagreeShorty kind of crazy but it turn me on
Keep it up enough to keep it going onI told her there's some things she don't need to know
She never let it go, oh
[Pre-Hook]Okay, okay, okay, okay
You will never stop it now
You never stop it now
Okay, okay, okay
You will never stop it nowYou need to drop it now
Drop it, drop it
[Hook]Cause I don't want no Robocop
You moving like a Robocop
When did you become a Robocop
Now I don't need no Robocop[Verse 3]Stop ... drop ... roll ... pop
Bitch I'm cold ... IAin't used to being told ... stopSo I could never be your robotFast or slow, you can stay or can goNow, now that you know, now, now that you know
Yeah I had her before but that happened beforeYou get mad when you know, so just don't ask me no moreOk, ok, ok, uh, uh
It ain't ok, ok, ok
[Outro]You spoiled little LA girl
You're just an LA girl
You spoiled little LA girl
You're just an LA girl
You spoiled little LA girl
You're just an LA girl (you need to stop it now)
You spoiled little LA girl
You're just an LA girl (you need to stop it now)Oh you're kidding me
You must be joking
Or you are smokingOh oh you're kidding me
Oh you're kidding me
Haha that was a good one
Your first good one in a while
Your first good one in a whileYou need to stop it now
You need to stop it now
Oh you need to stop it now"
2008.0,album,808s & Heartbreak,8,Street Lights,"[Intro]Let me know
Do I still got time to grow?
Things ain't always set in stone
That be known let me know
Let me...
[Verse]Seems like street lights, glowing, happen to be
Just like moments, passing, in front of me
So I hopped in the cab and I paid my fare
See I know my destination, but I'm just not thereAll the street lights, glowing, happen to be
Just like moments, passing, in front of me
So I hopped in the cab and I paid my fare
See I know my destination, but I'm just not there
[Hook]In the streets
In the streets
I'm just not there in the streets
I'm just not thereLife's just not fair
[Verse]Seems like street lights, glowing, happen to be
Just like moments, passing, in front of me
So I hopped in the cab and I paid my fare
See I know my destination, but I'm just not thereAll the street lights, glowing, happen to be
Just like moments, passing, in front of me
So I hopped in the cab and I paid my fare
See I know my destination, but I'm just not thereAll the street lights, glowing, happen to be
Just like moments, passing, in front of me
So I hopped in the cab and I paid my fare
See I know my destination, but I'm just not there
[Hook]In the streets
In the streets
I'm just not there in the streets
I'm just not thereLife's just not fair
Life's just not fair"
2008.0,album,808s & Heartbreak,9,Bad News,"[Verse 1]Didn't you know, I was waiting on you
Waiting on a dream that'll never come trueDidn't you know, I was waiting on you
My face turned to stone when I heard the newsWhen you decide to break the rulesCause I just heard some real bad news
[Verse 2]People'll talk like it's old news
I played it off and act like I already knewLet me ask you how long have you known dude
You played it off and act like he's brand newWhen you decide, to break the rules
Cause I just heard some real bad newsReal bad news
Real bad news
Real bad news
Oh, you just gon' keep another no you won't
Oh, you just gon' keep it like you never knew
Oh, you just gon' keep another love for you
Oh, you just gon' keep it like you never knewWhile I'm waiting on a dream that'll never come true
Oh, you just gon' keep it like you never knewMy face turned to stone when I heard the newsWhat's on the news?Channel cruise"
